loss,mape,val_loss,val_mape
0.03985508903861046,295827.03125,0.011317295953631401,113.93914031982422
0.011888441629707813,112287.234375,0.011053156107664108,100.4473648071289
0.01084144413471222,88564.0703125,0.00946514867246151,76.94480895996094
0.010188526473939419,89326.9140625,0.009011062793433666,75.90401458740234
0.009618425741791725,91729.71875,0.008496935479342937,69.32959747314453
0.009091634303331375,75171.5625,0.008168613538146019,64.51766204833984
0.008587758988142014,95414.046875,0.007659792434424162,67.77876281738281
0.008219118230044842,77409.859375,0.0073892720974981785,70.58503723144531
0.007684964686632156,76908.6328125,0.006984533742070198,56.74213790893555
0.007421046495437622,73858.0390625,0.007247663103044033,63.6632080078125
0.00690082274377346,78043.9140625,0.006155287381261587,53.193756103515625
0.006445849779993296,67896.1640625,0.005901747848838568,61.90994644165039
0.006057380232959986,58183.64453125,0.0054838526993989944,50.129478454589844
0.005620048847049475,61103.6171875,0.005130080971866846,52.68029022216797
0.005150157958269119,69218.5,0.005112430080771446,45.628265380859375
0.004846309777349234,61100.9375,0.005806857720017433,54.70325469970703
0.004588202107697725,57155.37109375,0.0042426250874996185,45.90013122558594
0.004425777122378349,51570.5703125,0.004181402735412121,36.787933349609375
0.004249738063663244,49659.67578125,0.003944168332964182,36.39619827270508
0.004118920303881168,49176.05859375,0.003852623049169779,33.224159240722656
0.004036850295960903,46109.6171875,0.0038643074221909046,38.6017951965332
0.0040041059255599976,42327.0546875,0.003739025443792343,38.0896110534668
0.003978099673986435,38465.203125,0.0037534802686423063,37.5369987487793
0.003916488029062748,53393.8515625,0.003946028184145689,40.56937026977539
0.0038354559801518917,42058.29296875,0.0037878784351050854,29.05388641357422
0.0038295001722872257,40799.00390625,0.003683828515931964,30.992576599121094
0.003844369202852249,43632.87109375,0.003711017780005932,27.600143432617188
0.003744396846741438,45439.44921875,0.0036359692458063364,35.012142181396484
0.0037609850987792015,40831.18359375,0.003617003560066223,29.908578872680664
0.003760477527976036,42058.6484375,0.003608954604715109,28.8090877532959
0.0036920919083058834,31423.818359375,0.00378228398039937,33.335899353027344
0.0037004200275987387,39024.328125,0.0036171451210975647,32.77471160888672
0.0036126316990703344,39308.140625,0.003570292145013809,28.91187858581543
